ISO,Country,Year,HIV,Diarrhoeal,Malaria,Measles,Injuries
HRV,Croatia,2011,0,0.2,0,0,0.8
CUB,Cuba,2011,0,0,0,0,0.4
CYP,Cyprus,2011,0,0,0,0,0.6
CZE,Czech Republic,2011,0,3.9,0,0,3.9
DNK,Denmark,2011,3.2,21.6,44,14.8,9.4
DJI,Djibouti,2011,0,0,0,0,0.3
DMA,Dominica,2011,5.4,12.9,0.2,3.2,7.7
DOM,Dominican Republic,2011,0,0,0,0,2.4
ECU,Ecuador,2011,1.3,2.8,0,0,3.8
EGY,Egypt,2011,0,2.2,0,0,3.8
SLV,El Salvador,2011,0,3,0,0,3.2
GNQ,Equatorial Guinea,2011,0.6,2.4,0,0,2.4
ERI,Eritrea,2011,15.4,18.1,17.4,12.6,8.6
EST,Estonia,2011,1.4,11.4,0.4,2.6,9
ETH,Ethiopia,2011,0,0,0,0,1.4
FSM,Federated States of Micronesia,2011,2.8,14.2,1.2,2.4,9
FJI,Fiji,2011,0,2,0,0,5.8
FIN,Finland,2011,0,0,0,0,0.4
FRA,France,2011,0,0.2,0,0,0.6
GAB,Gabon,2011,12.1,8.6,5,4.4,5.4
GMB,Gambia,2011,3.6,17.4,5.4,1,9.8
GEO,Georgia,2011,0,0.4,0,0,2.2
DEU,Germany,2011,0,0,0,0,0.4
GHA,Ghana,2011,2.6,10.5,21.8,0.4,6.7
GRC,Greece,2011,0,0,0,0,0.4
GRD,Grenada,2011,0,0.6,0,0,2.2
GTM,Guatemala,2011,0.8,5.2,0,0,5.8
GIN,Guinea,2011,4,20,47,2.2,9.2
GNB,Guinea-Bissau,2011,11.5,24.5,8.6,2.2,10.8
GUY,Guyana,2011,0.8,3,7.8,0,5.4
HTI,Haiti,2011,3,18.2,1,0,10.2
HND,Honduras,2011,0.8,3.6,0,0,1.8
HUN,Hungary,2011,0,0,0,0,0.6
ISL,Iceland,2011,0,0,0,0,0
IND,India,2011,0.4,11.8,0.6,3.2,4.1
IDN,Indonesia,2011,0.6,4.2,0.8,4,4
IRN,Iran,2011,0,1.7,0,0,2.1
IRQ,Iraq,2011,0,4.4,0,0,4.4
IRL,Ireland,2011,0,0,0,0,0.4
ISR,Israel,2011,0,0,0,0,0.4
ITA,Italy,2011,0,0,0,0,0.2
JAM,Jamaica,2011,1.1,0.6,0,0,1.6
JPN,Japan,2011,0,0.2,0,0,1.6
JOR,Jordan,2011,0,1,0,0,3.5
KAZ,Kazakhstan,2011,0,2.4,0,0,2.8
KEN,Kenya,2011,6.8,10.6,5.2,0.4,7.8
KIR,Kiribati,2011,0,12,0,0,7.8
PRK,North Korea,2011,0,0.2,0,0,1.4
KOR,South Korea,2011,0.3,3.2,0,0,4.3
KWT,Kuwait,2011,0.6,18.2,0.2,2,11.2
KGZ,Kyrgyzstan,2011,0,0,0,0,1.2
LAO,Lao,2011,0,0.4,0,0.2,1.3
LVA,Latvia,2011,21,20.8,0,1.8,10.6
LBN,Lebanon,2011,3,17.2,24,11.4,9.2
LSO,Lesotho,2011,0,0.6,0,0,6.6
LBR,Liberia,2011,0,0,0,0,1.4
LBY,Libya,2011,0,0,0,0,0.6
LTU,Lithuania,2011,0.8,12.5,2,0.4,8.7
LUX,Luxembourg,2011,22.4,14,18,0.8,8.1
MKD,Macedonia,2011,0,0.2,0,0,1
MDG,Madagascar,2011,0,0.6,0,0,1.2
MWI,Malawi,2011,3,31.8,48,4.2,12.1
MYS,Malaysia,2011,0,0,0,0,0.2
MDV,Maldives,2011,0,6.6,0,0,5.8
MLI,Mali,2011,2.4,21.6,6.8,8.2,10.2
MLT,Malta,2011,0,0.6,0,0,2.2
MHL,Marshall Islands,2011,0,1,0,0,2.6
MRT,Mauritania,2011,0,5.6,0,0,5.4
MUS,Mauritius,2011,0,0,0,0,2
MEX,Mexico,2011,0,3.8,0,0,4
MDA,Moldova,2011,0,0,0,0,0.2
MCO,Monaco,2011,0,3.2,0,0,3.7
MNG,Mongolia,2011,19.2,17.8,28,1.8,8.7
MNE,Montenegro,2011,1,9,1.8,3.6,7.2
MAR,Morocco,2011,9.3,10,0,1.6,7.3
MOZ,Mozambique,2011,0,4.6,0,0,4
MMR,Myanmar,2011,0.4,6.2,0,1.6,5.4
NAM,Namibia,2011,0,0,0,0,0.4
NRU,Nauru,2011,0,0,0,0,1.8
NPL,Nepal,2011,0.2,4.2,0,0,2.6
NLD,Netherlands,2011,1.4,30.2,30.2,0.6,13.4
NZL,New Zealand,2011,9.4,27.9,34.8,7.2,11.2
NIC,Nicaragua,2011,0,2,0,0,16.4
NER,Niger,2011,0,0,0,0,0.2
NGA,Nigeria,2011,0,0.2,0,0,1.9
NIU,Niue,2011,0,17.3,0.2,1.4,10.8
NOR,Norway,2011,0,1.4,0,0,8
OMN,Oman,2011,0,2,0,0,1.6
PAK,Pakistan,2011,2,10.8,10.6,1.2,7.6
PLW,Palau,2011,0.2,2.8,0,0,2.8
PAN,Panama,2011,0.4,2,0,0,3.6
PNG,Papua New Guinea,2011,0,5.2,0,0.4,4.6
PRY,Paraguay,2011,0,0,0,0,0.4
PER,Peru,2011,0,0,0,0,0.6
PHL,Philippines,2011,0,0,0,0,1.8
POL,Poland,2011,0,0,0,0,0.8
PRT,Portugal,2011,0,0.2,0,0,2.1
QAT,Qatar,2011,0,0.2,0,0,2
ROU,Romania,2011,0.6,0.2,0,0,2
RUS,Russian Federation,2011,2.6,11.7,4.4,0.4,8.7
RWA,Rwanda,2011,0,0.8,0,0,1.6
KNA,Saint Kitts & Nevis,2011,0,0,0,0,1.4
LCA,Saint Lucia,2011,0,0,0,0,1.2
WSM,Samoa,2011,0,1.4,0,0,2.4
SMR,San Marino,2011,0,0,0,0,1.4
STP,Sao Tome & Principe,2011,1,8.4,21,4,6
SAU,Saudi Arabia,2011,0,0.4,0,0,3.2
SEN,Senegal,2011,0.8,11.8,4.8,1.6,7.8
SRB,Serbia,2011,0,0,0,0,0.5
SYC,Seychelles,2011,0,0.2,0,0,2.2
SLE,Sierra Leone,2011,2.5,34,89.4,82.8,11.2
SGP,Singapore,2011,0,0,0,0,0.4
SVK,Slovakia,2011,0,0,0,0,0.7
SVN,Slovenia,2011,0,0,0,0,0.4
SLB,Solomon Islands,2011,0,5.2,0.8,0,5.1
SOM,Somalia,2011,1.6,48.8,1,72,15.6
ZAF,South Africa,2011,17.1,9.2,0,2.4,7.6
SSD,South Sudan,2011,7.8,20.8,16,2.8,9.8
ESP,Spain,2011,0,0,0,0,0.2
LKA,Sri Lanka,2011,0,0.4,0,0,1.4
VCT,St Vincent & the Grenadines,2011,0.6,18.6,1.4,3.4,11.2
SDN,Sudan,2011,0,0.6,0,0,3
SUR,Suriname,2011,31.5,16.5,0,0,9.8
SWZ,Swaziland,2011,0,0,0,0,0.2
SWE,Sweden,2011,0,0,0,0,0.2
CHE,Switzerland,2011,0,2.8,0,0.4,1.8
SYR,Syria,2011,0.4,9.1,0,0,7.6
TJK,Tajikistan,2011,0.4,0.8,0,0,1.8
TZA,Tanzania,2011,0,0.2,0,0,0.4
THA,Thailand,2011,0.2,12.3,4.2,0,8.8
TLS,Timor Leste,2011,5.2,14.1,42.8,0.8,7.4
TGO,Togo,2011,0,1.2,0,0,3.4
TON,Tonga,2011,0.7,0.2,0,0,3.2
TTO,Trinidad and Tobago,2011,0,1,0,0,1.8
TUN,Tunisia,2011,0,0.2,0,0,1.4
TUR,Turkey,2011,0,11.2,0,0,8.2
TKM,Turkmenistan,2011,0,2,0,0,3.6
TUV,Tuvalu,2011,13.7,11.6,16.4,0.4,7.8
UGA,Uganda,2011,0.4,0.6,0,0.2,1.4
UKR,Ukraine,2011,0,0.2,0,0,1.4
ARE,United Arab Emirates,2011,0,0,0,0,0.3
GBR,United Kingdom,2011,6.2,11.1,5.8,1,7.8
USA,United States of America,2011,0,0.2,0,0,1.8
URY,Uruguay,2011,0,0.4,0,0,1.9
UZB,Uzbekistan,2011,0.2,6.6,0,0,6.3
VUT,Vanuatu,2011,0,7.8,0.8,0.2,3.3
VEN,Venezuela,2011,0,1.6,0,0,2.8
VNM,Vietnam,2011,0.2,3.6,0,0.4,2
YEM,Yemen,2011,0,10.1,0.8,1.4,7.8
ZMB,Zambia,2011,12.6,16.7,9.2,6,9.6
ZWE,Zimbabwe,2011,26.6,17,3.4,2,9.2
