ISO,Country,Year,HIV,Diarrhoeal,Malaria,Measles,Injuries
COK,Cook Islands,2012,0,0.2,0,0,0.8
CRI,Costa Rica,2012,0,0.4,0,0,0.6
CIV,Cote d Ivoire,2012,0,0,0,0,0.4
HRV,Croatia,2012,0,0.2,0,0,1
CUB,Cuba,2012,0,0,0,0,0.4
CYP,Cyprus,2012,0,0.2,0,0,0.5
CZE,Czech Republic,2012,0,3.6,0,0,3.8
DNK,Denmark,2012,3,22,35.4,7.2,10.2
DJI,Djibouti,2012,0,0,0,0,0.3
DMA,Dominica,2012,3.7,12.2,0.4,7.6,7.6
DOM,Dominican Republic,2012,0,0.6,0,0,2.8
ECU,Ecuador,2012,0.8,2.6,0,0,3.8
EGY,Egypt,2012,0,2,0,0,3.8
SLV,El Salvador,2012,0,2.8,0,0,3
GNQ,Equatorial Guinea,2012,0.6,2.2,0,0,2.3
ERI,Eritrea,2012,16.4,16.3,16.2,40.8,8.3
EST,Estonia,2012,1.2,10.7,0.4,8.4,8.8
ETH,Ethiopia,2012,0,0,0,0,1
FSM,Federated States of Micronesia,2012,2.4,13.2,1.4,3,9
FJI,Fiji,2012,0,2,0,0,5.8
FIN,Finland,2012,0,0,0,0,0.6
FRA,France,2012,0,0.2,0,0,0.6
GAB,Gabon,2012,9.8,8,5.4,4.6,5.4
GMB,Gambia,2012,2.8,16.4,5.2,0.2,9.6
GEO,Georgia,2012,0,0.4,0,0,2
DEU,Germany,2012,0,0,0,0,0.4
GHA,Ghana,2012,1.8,9.6,19.6,1,6.8
GRC,Greece,2012,0,0,0,0,0.3
GRD,Grenada,2012,0,0.6,0,0,2.2
GTM,Guatemala,2012,0.8,4.8,0,0,5.8
GIN,Guinea,2012,3.8,18.6,44.8,3,9
GNB,Guinea-Bissau,2012,10.6,22.2,8.4,2.6,10.4
GUY,Guyana,2012,0.7,4.4,7,0,5.8
HTI,Haiti,2012,1.6,17.4,0.6,0,10.2
HND,Honduras,2012,0.8,3.6,0,0,1.6
HUN,Hungary,2012,0,0.2,0,0,0.6
ISL,Iceland,2012,0,0,0,0,0
IND,India,2012,0.4,11,0.6,2.2,3.9
IDN,Indonesia,2012,0.6,3.8,1,2.6,3.9
IRN,Iran,2012,0,1.6,0,0,2
IRQ,Iraq,2012,0,4,0,0.2,4.6
IRL,Ireland,2012,0,0,0,0,0.4
ISR,Israel,2012,0,0,0,0,0.6
ITA,Italy,2012,0,0,0,0,0.2
JAM,Jamaica,2012,1,0.6,0,0,1.6
JPN,Japan,2012,0,0.2,0,0,0.6
JOR,Jordan,2012,0,1,0,0,3.4
KAZ,Kazakhstan,2012,0,2.2,0,0,2.8
KEN,Kenya,2012,6,9.6,5.2,0.4,7.5
KIR,Kiribati,2012,0,11.6,0,0,8
PRK,North Korea,2012,0,0,0,0,1.3
KOR,South Korea,2012,0.2,2.9,0,0,4
KWT,Kuwait,2012,0.6,16.9,0.8,0,11
KGZ,Kyrgyzstan,2012,0,0,0,0,1
LAO,Lao,2012,0,0.4,0,0.2,1.2
LVA,Latvia,2012,18,19.8,0,1.6,10.6
LBN,Lebanon,2012,2.4,15.8,22.4,1.6,9
LSO,Lesotho,2012,0,0.6,0,0,3.2
LBR,Liberia,2012,0,0,0,0,1
LBY,Libya,2012,0,0,0,0,0.4
LTU,Lithuania,2012,0.8,11.2,3.2,0.8,8.2
LUX,Luxembourg,2012,16.6,14,15.2,1.2,9
MKD,Macedonia,2012,0,0.2,0,0,1
MDG,Madagascar,2012,0,0.4,0,0,1.2
MWI,Malawi,2012,3,28.5,50.8,1.4,11.5
MYS,Malaysia,2012,0,0,0,0,0.4
MDV,Maldives,2012,0,6.3,0,0,5.8
MLI,Mali,2012,2.3,20.4,6.6,1.6,10.1
MLT,Malta,2012,0,0.6,0,0,1.4
MHL,Marshall Islands,2012,0,0.8,0,0,2.3
MRT,Mauritania,2012,0,5.2,0,0,5.3
MUS,Mauritius,2012,0,0,0,0,0
MEX,Mexico,2012,0,3.4,0,0,3.8
MDA,Moldova,2012,0,0,0,0,0.2
MCO,Monaco,2012,0,3,0,0,3.8
MNG,Mongolia,2012,13.8,16.2,25.6,0.4,8.6
MNE,Montenegro,2012,1,8.2,1.8,3.4,7
MAR,Morocco,2012,7.3,9.5,0.2,1.6,7.2
MOZ,Mozambique,2012,0,4.4,0,0,4
MMR,Myanmar,2012,0.4,5.6,0,2.8,5.2
NAM,Namibia,2012,0,0,0,0,0.4
NRU,Nauru,2012,0,0,0,0,1.8
NPL,Nepal,2012,0.2,4.2,0,0,2.6
NLD,Netherlands,2012,1.4,27.3,26.6,1,13
NZL,New Zealand,2012,8.8,25.8,31.6,2,11
NIC,Nicaragua,2012,0,1.8,0,0,16
NER,Niger,2012,0,0,0,0,0.2
NGA,Nigeria,2012,0,0.2,0,0,1.9
NIU,Niue,2012,0,16.4,0.2,2,10.7
NOR,Norway,2012,0,1,0,0,7.8
OMN,Oman,2012,0,1.8,0,0,1.4
PAK,Pakistan,2012,1.9,9.2,15.6,1.4,7
PLW,Palau,2012,0.2,2.8,0,0,2.7
PAN,Panama,2012,0.2,1.8,0,0,3.4
PNG,Papua New Guinea,2012,0,4.8,0,0.2,5
PRY,Paraguay,2012,0,0,0,0,0.4
PER,Peru,2012,0,0,0,0,0.4
PHL,Philippines,2012,0,0,0,0,1.7
POL,Poland,2012,0,0,0,0,0.8
PRT,Portugal,2012,0,0.2,0,0,2.4
QAT,Qatar,2012,0,0.2,0,0,1.6
ROU,Romania,2012,0.6,0.2,0,0,1.7
RUS,Russian Federation,2012,1.4,9.6,4.2,0.4,8.3
RWA,Rwanda,2012,0,0.8,0,0,1
KNA,Saint Kitts & Nevis,2012,0,0,0,0,1.6
LCA,Saint Lucia,2012,0,0,0,0,1.8
WSM,Samoa,2012,0,1.2,0,0,2.5
SMR,San Marino,2012,0,0,0,0,1.4
STP,Sao Tome & Principe,2012,1,7.8,19,4.8,5.9
SAU,Saudi Arabia,2012,0,0.4,0,0,3.2
SEN,Senegal,2012,0.8,10.4,4.2,1.6,7.4
SRB,Serbia,2012,0,0,0,0,0.4
SYC,Seychelles,2012,0,0.2,0,0,2
SLE,Sierra Leone,2012,1.8,32.6,78,26.6,11.6
SGP,Singapore,2012,0,0,0,0,0.2
SVK,Slovakia,2012,0,0,0,0,0.5
SVN,Slovenia,2012,0,0,0,0,0.4
SLB,Solomon Islands,2012,0,5,0.8,0,5.1
SOM,Somalia,2012,1.6,45.8,2,44,15.4
ZAF,South Africa,2012,15.2,8.8,0,1.4,7.8
SSD,South Sudan,2012,7.6,18.6,15.2,4.4,9.2
ESP,Spain,2012,0,0,0,0,0.4
LKA,Sri Lanka,2012,0,0.4,0,0,1.4
VCT,St Vincent & the Grenadines,2012,0.6,16,1.4,5.4,11
SDN,Sudan,2012,1.8,1.2,0,0,5
SUR,Suriname,2012,24.4,15,0,0,9.6
SWZ,Swaziland,2012,0,0,0,0,0.2
SWE,Sweden,2012,0,0,0,0,0.5
CHE,Switzerland,2012,0,3.4,0,0.6,4.8
SYR,Syria,2012,0.4,8.4,0,0,7.4
TJK,Tajikistan,2012,0.2,0.8,0,0.2,1.7
TZA,Tanzania,2012,0,0.2,0,0,0.4
THA,Thailand,2012,0.2,11.2,2.4,0,8.5
TLS,Timor Leste,2012,3.4,14.4,37.4,1.8,8
TGO,Togo,2012,0,1.2,0,0,3.4
TON,Tonga,2012,0.7,0.2,0,0,3
TTO,Trinidad and Tobago,2012,0,0.8,0,0,1.6
TUN,Tunisia,2012,0,0.2,0,0,1.2
TUR,Turkey,2012,0,10.6,0,0,8.1
TKM,Turkmenistan,2012,0,2,0,0,3.6
TUV,Tuvalu,2012,9.2,10.8,12.6,0.6,7.8
UGA,Uganda,2012,0.4,0.4,0,0.2,1.2
UKR,Ukraine,2012,0,0.2,0,0,1.2
ARE,United Arab Emirates,2012,0,0,0,0,0.4
GBR,United Kingdom,2012,4.8,10.2,5.2,0.4,7.6
USA,United States of America,2012,0,0.2,0,0,1.8
URY,Uruguay,2012,0,0.2,0,0,1.5
UZB,Uzbekistan,2012,0.2,6.2,0,0,6.2
VUT,Vanuatu,2012,0,8,0.8,0.2,3.4
VEN,Venezuela,2012,0.1,1.4,0,0,2.8
VNM,Vietnam,2012,0.2,3.2,0,0.4,2
YEM,Yemen,2012,0,9,1,1.4,7.7
ZMB,Zambia,2012,11.3,15.1,9.2,2.6,9.2
ZWE,Zimbabwe,2012,17.6,15.9,2.6,1.6,9.5
