ISO,Country,Year,HIV,Diarrhoeal,Malaria,Measles,Injuries
OMN,Oman,2003,0.2,2.6,0,0,3.6
PAK,Pakistan,2003,2.8,14.1,17.6,11.2,7.2
PLW,Palau,2003,0.2,4.8,0,0,3.4
PAN,Panama,2003,0.8,5.2,0,0,5
PNG,Papua New Guinea,2003,0,7.7,0,0.6,5.1
PRY,Paraguay,2003,0,0,0,0,1.1
PER,Peru,2003,0,0,0,0,1.2
PHL,Philippines,2003,0,0.2,0,0,2.3
POL,Poland,2003,0,0,0,0,2
PRT,Portugal,2003,0,0.6,0,0,4.5
QAT,Qatar,2003,0,0.8,0,0,3.5
ROU,Romania,2003,0.8,0.6,0,0,3.3
RUS,Russian Federation,2003,16.2,47.9,15.6,2.4,14.5
RWA,Rwanda,2003,0,0,0,0,2
KNA,Saint Kitts & Nevis,2003,0.4,0,0,0,2.6
LCA,Saint Lucia,2003,0.8,1.2,0,0,4.5
WSM,Samoa,2003,0,2.2,0,0,2.7
SMR,San Marino,2003,0,0,0,0,1.4
STP,Sao Tome & Principe,2003,3.2,13.8,33,5.6,6.2
SAU,Saudi Arabia,2003,0,0.8,0,0,3.6
SEN,Senegal,2003,1.4,30.8,15.4,15.4,10.4
SRB,Serbia,2003,0,0.2,0,0,1
SYC,Seychelles,2003,0,0.4,0,0,2.4
SLE,Sierra Leone,2003,3.8,61.4,125.6,31.6,11
SGP,Singapore,2003,0,0,0,0,0.4
SVK,Slovakia,2003,0,0.2,0,0,1.4
SVN,Slovenia,2003,0,0.2,0,0,0.6
SLB,Solomon Islands,2003,0,4.9,6.6,0,3.8
SOM,Somalia,2003,1.8,63.6,4.4,42.8,14.4
ZAF,South Africa,2003,57.8,16,0,1,7.2
SSD,South Sudan,2003,7,44.6,34.4,16.6,12.1
ESP,Spain,2003,0,0,0,0,0.6
LKA,Sri Lanka,2003,0,1,0,0,1.8
VCT,St Vincent & the Grenadines,2003,0.4,27.8,3.6,16,11
SDN,Sudan,2003,2,1.6,1.4,0,3.9
SUR,Suriname,2003,101.1,31.8,0,0,9.7
SWZ,Swaziland,2003,0,0,0,0,0.4
SWE,Sweden,2003,0,0,0,0,0.8
CHE,Switzerland,2003,0,3.4,0,0.6,1.8
SYR,Syria,2003,0.6,18.9,0,0,9.7
TJK,Tajikistan,2003,1.2,1.6,0.2,0.2,2
TZA,Tanzania,2003,0,1.2,0,0,0.8
THA,Thailand,2003,0,28.4,9.4,0,11.8
TLS,Timor Leste,2003,10.5,17.8,62,2,6.4
TGO,Togo,2003,0,1.4,0,0,3
TON,Tonga,2003,1,1.8,0,0,2.8
TTO,Trinidad and Tobago,2003,0,2.2,0,0,2.5
TUN,Tunisia,2003,0,0.4,0,0,2.1
TUR,Turkey,2003,0,18.2,0,0,9
TKM,Turkmenistan,2003,0,3.8,0,0,5.3
TUV,Tuvalu,2003,18.8,23.4,66.2,16,8.2
UGA,Uganda,2003,1.8,0.4,0,0,2
UKR,Ukraine,2003,0,0.2,0,0,1.8
ARE,United Arab Emirates,2003,0,0,0,0,0.6
GBR,United Kingdom,2003,22.9,24.9,21,1.6,9.2
USA,United States of America,2003,0,0.4,0,0,1.7
URY,Uruguay,2003,0.2,0.8,0,0,2.9
UZB,Uzbekistan,2003,0.6,11.1,0,0,6.2
VUT,Vanuatu,2003,0,6.2,12.2,1.6,2.2
VEN,Venezuela,2003,0.2,5,0,0,2.6
VNM,Vietnam,2003,0.4,7.4,0,1.6,2.4
YEM,Yemen,2003,0,20.9,2.2,6.2,9.6
ZMB,Zambia,2003,36.4,32.8,30.6,3,10
ZWE,Zimbabwe,2003,73.4,18.4,6.6,0.6,6.9
