ISO,Country,Year,HIV,Diarrhoeal,Malaria,Measles,Injuries
COD,Congo DR,2009,7.9,12.2,9.4,0.6,7.2
COK,Cook Islands,2009,0,0.4,0,0,1.5
CRI,Costa Rica,2009,0,0.2,0,0,0.8
CIV,Cote d Ivoire,2009,0,0,0,0,0.6
HRV,Croatia,2009,0,0.2,0,0,0.9
CUB,Cuba,2009,0,0,0,0,0.4
CYP,Cyprus,2009,0,0.2,0,0,0.5
CZE,Czech Republic,2009,0,4.5,0,0,4.2
DNK,Denmark,2009,3.4,20.2,66.2,2.2,8
DJI,Djibouti,2009,0,0,0,0,0.3
DMA,Dominica,2009,6.4,14.8,0.2,3.2,8
DOM,Dominican Republic,2009,0,0,0,0,0.4
ECU,Ecuador,2009,2.3,3,0,0,3.8
EGY,Egypt,2009,0,2.4,0,0,3.9
SLV,El Salvador,2009,0,3.4,0,0.6,3.4
GNQ,Equatorial Guinea,2009,0.6,2.6,0,0,2.6
ERI,Eritrea,2009,14.6,20.9,23,27.4,8.9
EST,Estonia,2009,1.9,13.2,0.2,3.4,9.3
ETH,Ethiopia,2009,0,0,0,0,1.4
FSM,Federated States of Micronesia,2009,4,17.5,1.8,11.2,9.8
FJI,Fiji,2009,0.2,2,0,0,5.6
FIN,Finland,2009,0,0,0,0,0.3
FRA,France,2009,0,0.2,0,0,0.6
GAB,Gabon,2009,16,9.3,4.2,3,5.4
GMB,Gambia,2009,5.4,18.4,5.6,0.8,9.4
GEO,Georgia,2009,0.2,0.6,0,0,2.9
DEU,Germany,2009,0,0,0,0,0.5
GHA,Ghana,2009,4.2,12.2,24.8,1,6.9
GRC,Greece,2009,0,0,0,0,0.5
GRD,Grenada,2009,0,0,0,0,1.8
GTM,Guatemala,2009,0.8,6.8,0,0,6.2
GIN,Guinea,2009,4.6,23.6,50.4,4.4,9.6
GNB,Guinea-Bissau,2009,12,30,9.4,2.2,11.6
GUY,Guyana,2009,0.6,7.2,2.8,0,7.2
HTI,Haiti,2009,4,20.1,1.6,0,10.4
HND,Honduras,2009,1,3.6,0,0,1.8
HUN,Hungary,2009,0,0,0,0,0.4
ISL,Iceland,2009,0,0,0,0,0
IND,India,2009,0.4,13.5,1,5.4,4.4
IDN,Indonesia,2009,0.6,5,0.8,4,4.4
IRN,Iran,2009,0,2,0,0,2.2
IRQ,Iraq,2009,0,5,0,1.2,4.6
IRL,Ireland,2009,0,0,0,0,0.4
ISR,Israel,2009,0,0,0,0,0.4
ITA,Italy,2009,0,0,0,0,0.4
JAM,Jamaica,2009,1.2,0.6,0,0,1.7
JPN,Japan,2009,0,0.2,0,0,0.6
JOR,Jordan,2009,0,1.2,0,0,3.9
KAZ,Kazakhstan,2009,0.2,3.1,0,0,3.2
KEN,Kenya,2009,10.1,11.8,5,0.6,7.8
KIR,Kiribati,2009,0,12.8,0,0,7.7
PRK,North Korea,2009,0,0,0,0,1.2
KOR,South Korea,2009,0.2,3.7,0,0,4.6
KWT,Kuwait,2009,0.4,19,0.4,0.6,10.5
KGZ,Kyrgyzstan,2009,0,0,0,0,1.1
LAO,Lao,2009,0,0.6,0,0.2,1.6
LVA,Latvia,2009,36.4,23.7,0,0.4,10.5
LBN,Lebanon,2009,4.2,20.4,29,0.8,9.4
LSO,Lesotho,2009,0,0.6,0,0,3.8
LBR,Liberia,2009,0,0,0,0,2.2
LBY,Libya,2009,0,0,0,0,0.8
LTU,Lithuania,2009,1,15.2,1.4,0.8,9.6
LUX,Luxembourg,2009,29.8,16,24.8,0.2,8.1
MKD,Macedonia,2009,0.2,0.2,0,0,1
MDG,Madagascar,2009,0,0.8,0,0,1.6
MWI,Malawi,2009,3.1,36.4,45.6,10.2,12.2
MYS,Malaysia,2009,0,0,0,0,0.6
MDV,Maldives,2009,0,6.8,0,0,6
MLI,Mali,2009,2.4,24,7.4,5.6,10.4
MLT,Malta,2009,0,0.4,0,0,1.8
MHL,Marshall Islands,2009,0,1.4,0,0,3.2
MRT,Mauritania,2009,0,6.6,0,0.4,5.3
MUS,Mauritius,2009,0,0,0,0,3
MEX,Mexico,2009,0,4.7,0,0,4.5
MDA,Moldova,2009,0,0,0,0,0.2
MCO,Monaco,2009,0,4.2,0,0,3.6
MNG,Mongolia,2009,22.6,21,32.4,0.4,9
MNE,Montenegro,2009,1.2,10.4,2,1.2,7.6
MAR,Morocco,2009,17.4,10.2,0.2,2,6.7
MOZ,Mozambique,2009,0,4.8,0,0,3.7
MMR,Myanmar,2009,0.4,6.8,0,1,5.3
NAM,Namibia,2009,0,0,0,0,0.4
NRU,Nauru,2009,0,0.2,0,0,1.8
NPL,Nepal,2009,0.4,4.8,0,0,2.7
NLD,Netherlands,2009,2.2,36.8,34,0.4,13.7
NZL,New Zealand,2009,9.8,30.7,43,0.8,10.9
NIC,Nicaragua,2009,0,1.8,0,0,13.4
NER,Niger,2009,0,0,0,0,0.2
NGA,Nigeria,2009,0,0.4,0,0,1.8
NIU,Niue,2009,0,19.4,0,0.2,11.2
NOR,Norway,2009,0,1,0,0,5
OMN,Oman,2009,0,3.6,0,0,2.2
PAK,Pakistan,2009,2.2,10.4,20.8,1.8,6.8
PLW,Palau,2009,0.2,3.2,0,0,2.9
PAN,Panama,2009,0.6,2.4,0,0,3.7
PNG,Papua New Guinea,2009,0,5.6,0,0.2,4.6
PRY,Paraguay,2009,0,0,0,0,0.4
PER,Peru,2009,0,0,0,0,0.8
PHL,Philippines,2009,0,0,0,0,2
POL,Poland,2009,0,0,0,0,1
PRT,Portugal,2009,0,0.2,0,0,2.2
QAT,Qatar,2009,0,0.2,0,0,2.2
ROU,Romania,2009,0.6,0.2,0,0,2.2
RUS,Russian Federation,2009,5.6,14.8,5,0.4,9.2
RWA,Rwanda,2009,0,0,0,0,1.8
KNA,Saint Kitts & Nevis,2009,0,0,0,0,0.6
LCA,Saint Lucia,2009,0.4,0,0,0,3.2
WSM,Samoa,2009,0,2.2,0,0,12.2
SMR,San Marino,2009,0,0,0,0,1.2
STP,Sao Tome & Principe,2009,1.8,8.6,23.4,1.2,5.6
SAU,Saudi Arabia,2009,0,0.6,0,0,3.3
SEN,Senegal,2009,1,15.4,6,3.2,8.8
SRB,Serbia,2009,0,0,0,0,0.5
SYC,Seychelles,2009,0,0.2,0,0,2.4
SLE,Sierra Leone,2009,3.4,40,98.8,4,11.1
SGP,Singapore,2009,0,0,0,0,0.4
SVK,Slovakia,2009,0,0,0,0,1
SVN,Slovenia,2009,0,0.2,0,0,0.6
SLB,Solomon Islands,2009,0,5.6,1.2,0,5.2
SOM,Somalia,2009,1.6,54.8,1.2,1.8,15.6
ZAF,South Africa,2009,38,11,0,1.2,6.8
SSD,South Sudan,2009,8.3,24.4,18.4,1,10.2
ESP,Spain,2009,0,0,0,0,0.4
LKA,Sri Lanka,2009,0,0.6,0,0,1.4
VCT,St Vincent & the Grenadines,2009,0.6,21.3,1.6,1.2,11.2
SDN,Sudan,2009,1.2,1.2,0,0,3.6
SUR,Suriname,2009,67.3,21.7,0,0,9.8
SWZ,Swaziland,2009,0,0,0,0,0.4
SWE,Sweden,2009,0,0,0,0,0.6
CHE,Switzerland,2009,0,2.2,0,0.4,1.4
SYR,Syria,2009,0.4,10.5,0,0,7.9
TJK,Tajikistan,2009,0.6,1,0,0.2,1.8
TZA,Tanzania,2009,0,0.2,0,0,0.4
THA,Thailand,2009,0.2,15.2,6.4,0,9.6
TLS,Timor Leste,2009,8.5,13.5,52.8,1.4,6.6
TGO,Togo,2009,0,1.2,0,0,3.2
TON,Tonga,2009,0.4,0.2,0,0,2.8
TTO,Trinidad and Tobago,2009,0,1.2,0,0,2
TUN,Tunisia,2009,0,0.2,0,0,1.4
TUR,Turkey,2009,0,12,0,0,8
TKM,Turkmenistan,2009,0,3.2,0,0,4.9
TUV,Tuvalu,2009,16.2,13.4,25.8,0.8,7.8
UGA,Uganda,2009,0.6,0.4,0,0,1.4
UKR,Ukraine,2009,0,0.2,0,0,1.5
ARE,United Arab Emirates,2009,0,0,0,0,0.4
GBR,United Kingdom,2009,12.9,13.6,7.4,1.2,8.2
USA,United States of America,2009,0,0.2,0,0,1.7
URY,Uruguay,2009,0,0.4,0,0,2
UZB,Uzbekistan,2009,0.4,7.6,0,0,6.6
VUT,Vanuatu,2009,0,8.4,1.6,0.2,3.4
VEN,Venezuela,2009,0.2,1.6,0,0,3
VNM,Vietnam,2009,0.2,4.6,0,1.2,2.2
YEM,Yemen,2009,0,12,0.4,0.2,8.2
ZMB,Zambia,2009,18.2,20,9.8,0.6,10
ZWE,Zimbabwe,2009,36.2,18.6,3.8,1.6,9
