ISO,Country,Year,HIV,Diarrhoeal,Malaria,Measles,Injuries
COD,Congo DR,2003,12.7,22.6,26.8,12.2,8.4
COK,Cook Islands,2003,0,0.4,0,0,1.8
CRI,Costa Rica,2003,0,0.4,0,0,1.2
CIV,Cote d Ivoire,2003,0,0,0,0,1.4
HRV,Croatia,2003,0,0.2,0,0,1.2
CUB,Cuba,2003,0,0,0,0,0.8
CYP,Cyprus,2003,0,0,0,0,0.9
CZE,Czech Republic,2003,0,5.5,0,0,4.2
DNK,Denmark,2003,4.2,23,91,30.2,6.8
DJI,Djibouti,2003,0,0,0,0,0.6
DMA,Dominica,2003,8,18.8,0.8,8.2,7.9
DOM,Dominican Republic,2003,0,0,0,0,1.1
ECU,Ecuador,2003,4.2,4.2,0,0,4
EGY,Egypt,2003,0.6,3.8,0,0,3.9
SLV,El Salvador,2003,0,5.2,0,0.2,3.5
GNQ,Equatorial Guinea,2003,0.6,4.2,0,0,3.2
ERI,Eritrea,2003,8.8,24.6,66.4,24.8,7.8
EST,Estonia,2003,3.5,16.9,0.2,1.2,9
ETH,Ethiopia,2003,0.2,0,0,0,1.4
FSM,Federated States of Micronesia,2003,8.1,30.4,4.8,9.4,11
FJI,Fiji,2003,0,1.8,0,0.6,4
FIN,Finland,2003,0,0,0,0,0.8
FRA,France,2003,0,0.2,0,0,0.7
GAB,Gabon,2003,22.2,12.6,7.2,15.6,5.6
GMB,Gambia,2003,5.7,26.7,9.8,0,10.4
GEO,Georgia,2003,0.2,1.4,0,0,4.4
DEU,Germany,2003,0,0,0,0,0.6
GHA,Ghana,2003,6.4,15.2,32.6,0.6,6.8
GRC,Greece,2003,0,0,0,0,0.4
GRD,Grenada,2003,0,0.4,0,0,3
GTM,Guatemala,2003,0.8,9.2,0,0,6.5
GIN,Guinea,2003,5.6,31.6,63.6,0.4,9.4
GNB,Guinea-Bissau,2003,10.1,44,17.6,65.8,11.8
GUY,Guyana,2003,3.8,4.2,4,0,6.2
HTI,Haiti,2003,8.6,27,1.2,0,11
HND,Honduras,2003,2.4,5.4,0,0,1.9
HUN,Hungary,2003,0,0,0,0,0.9
ISL,Iceland,2003,0,0,0,0,0
IND,India,2003,0.6,18.9,0.8,6.6,5.1
IDN,Indonesia,2003,0.2,8,0.4,7.4,17.7
IRN,Iran,2003,0,3.5,0,0,3
IRQ,Iraq,2003,0,6.6,0,1.2,5.1
IRL,Ireland,2003,0,0,0,0,0.4
ISR,Israel,2003,0,0,0,0,0.8
ITA,Italy,2003,0,0,0,0,0.4
JAM,Jamaica,2003,4.6,0.4,0,0,1.2
JPN,Japan,2003,0,0,0,0,1
JOR,Jordan,2003,0,1.6,0,0,4.2
KAZ,Kazakhstan,2003,0.2,5.2,0,0,4.1
KEN,Kenya,2003,26.4,19.1,10,0.2,8.6
KIR,Kiribati,2003,0,16.6,0,0.6,8.6
PRK,North Korea,2003,0,0,0,0,1.4
KOR,South Korea,2003,0.2,6.5,0,0,5.4
KWT,Kuwait,2003,0.4,29.6,0.6,26.4,12
KGZ,Kyrgyzstan,2003,0,0,0,0,2.8
LAO,Lao,2003,0,1.2,0,0,2.2
LVA,Latvia,2003,69.2,27,0,0.4,9
LBN,Lebanon,2003,6.3,28.4,66.4,6.6,8.5
LSO,Lesotho,2003,0,1.2,0,0,5.4
LBR,Liberia,2003,0,0.2,0,0,3.4
LBY,Libya,2003,0,0,0,0,0.6
LTU,Lithuania,2003,1.2,23.5,6,8.4,10.4
LUX,Luxembourg,2003,46.8,28.2,28.6,3,9.8
MKD,Macedonia,2003,0.2,0.4,0,0,1
MDG,Madagascar,2003,0,1.8,0,0.2,8.2
MWI,Malawi,2003,4,45.9,85,3.2,10.6
MYS,Malaysia,2003,0,0,0,0,0.4
MDV,Maldives,2003,0,8,0,0,5.2
MLI,Mali,2003,2.6,29,8.2,20,10
MLT,Malta,2003,0,1.2,0,0,3
MHL,Marshall Islands,2003,0.2,2.6,0,0,4.2
MRT,Mauritania,2003,0,9.4,0,0.6,6.2
MUS,Mauritius,2003,0,0,0,0,1
MEX,Mexico,2003,0,8.8,0,0.4,5.8
MDA,Moldova,2003,0,0.2,0,0,0.6
MCO,Monaco,2003,0.2,6.2,0,0.2,4.2
MNG,Mongolia,2003,31.8,27.8,58.4,14.2,8.3
MNE,Montenegro,2003,1,14.8,1.6,4.2,8.5
MAR,Morocco,2003,47.9,12.8,3.8,0.2,6.2
MOZ,Mozambique,2003,0,6.4,0,0,4.4
MMR,Myanmar,2003,0.4,12,0,21.2,6.9
NAM,Namibia,2003,0,0,0,0,0.6
NRU,Nauru,2003,0,0.2,0,0,1.7
NPL,Nepal,2003,0.6,8.8,0,0,2.7
NLD,Netherlands,2003,3.2,63.8,40.8,52.8,14.8
NZL,New Zealand,2003,10.9,40.8,65.8,17,10.6
NIC,Nicaragua,2003,0,0,0,0,0.6
NER,Niger,2003,0,0,0,0,0.8
NGA,Nigeria,2003,0.2,0.4,0,0,2.1
NIU,Niue,2003,0,24,0.4,2.2,11.2
NOR,Norway,2003,0,0.8,0,0,7.4
OMN,Oman,2003,0.4,2.6,0,0,2.4
PAK,Pakistan,2003,3,12.4,23.4,5.4,6.6
PLW,Palau,2003,0.4,4.2,0,0,3.4
PAN,Panama,2003,0.8,4.8,0,0,4.5
PNG,Papua New Guinea,2003,0,7.3,0,0.6,5
PRY,Paraguay,2003,0,0,0,0,0.8
PER,Peru,2003,0,0,0,0,1
PHL,Philippines,2003,0,0.2,0,0,2.3
POL,Poland,2003,0,0,0,0,1.8
PRT,Portugal,2003,0,0.6,0,0,3.8
QAT,Qatar,2003,0,0.8,0,0,3.6
ROU,Romania,2003,0.6,0.4,0,0,3.2
RUS,Russian Federation,2003,15.4,39.9,12.6,0.2,13.8
RWA,Rwanda,2003,0,0,0,0,0.8
KNA,Saint Kitts & Nevis,2003,0.4,0.2,0,0,2
LCA,Saint Lucia,2003,0.8,2.4,0,0,4.1
WSM,Samoa,2003,0,2.6,0,0,2.6
SMR,San Marino,2003,0,0,0,0,1.2
STP,Sao Tome & Principe,2003,3.2,12.2,32.8,6,5.8
SAU,Saudi Arabia,2003,0,0.8,0,0,3.6
SEN,Senegal,2003,1.4,27.1,12.2,0.2,10
SRB,Serbia,2003,0,0,0,0,0.8
SYC,Seychelles,2003,0,0.2,0,0,2.2
SLE,Sierra Leone,2003,4.1,58.8,117.2,0.4,11.2
SGP,Singapore,2003,0,0,0,0,0.6
SVK,Slovakia,2003,0,0,0,0,1.4
SVN,Slovenia,2003,0,0.2,0,0,0.6
SLB,Solomon Islands,2003,0,4.2,11,0,3.4
SOM,Somalia,2003,1.8,63.3,5.4,61.8,14.7
ZAF,South Africa,2003,59.4,14.8,0,1.4,7
SSD,South Sudan,2003,7.5,40.2,31,6,11.7
ESP,Spain,2003,0,0,0,0,0.6
LKA,Sri Lanka,2003,0,1,0,0,28.8
VCT,St Vincent & the Grenadines,2003,0.4,26.1,3.4,5.8,10.8
SDN,Sudan,2003,1.9,2.2,0.4,0,5.2
SUR,Suriname,2003,100.6,30.6,0,0,9.7
SWZ,Swaziland,2003,0,0,0,0,0.8
SWE,Sweden,2003,0,0,0,0,0.6
CHE,Switzerland,2003,0,3.2,0,0.4,1.8
SYR,Syria,2003,0.6,16.6,0,0,9.2
TJK,Tajikistan,2003,1,1.6,0.2,0.2,2
TZA,Tanzania,2003,0,0.8,0,0,0.8
THA,Thailand,2003,0,20.2,33,0,9.2
TLS,Timor Leste,2003,10.2,16.6,60.6,2.2,6.3
TGO,Togo,2003,0,1.4,0,0,3.2
TON,Tonga,2003,2,0,0,0,2.6
TTO,Trinidad and Tobago,2003,0,2,0,0,2.4
TUN,Tunisia,2003,0,0.4,0,0,2
TUR,Turkey,2003,0,16.6,0,0,8.7
TKM,Turkmenistan,2003,0,3,0,0,4.5
TUV,Tuvalu,2003,17.9,22.2,58.2,0,8.4
UGA,Uganda,2003,2,0.4,0,0,1.8
UKR,Ukraine,2003,0,0.2,0,0,1.8
ARE,United Arab Emirates,2003,0,0,0,0,0.5
GBR,United Kingdom,2003,21.6,22,17,1.2,8.9
USA,United States of America,2003,0,0.4,0,0,1.8
URY,Uruguay,2003,0,0.6,0,0,3.2
UZB,Uzbekistan,2003,0.6,10.3,0,0,7.2
VUT,Vanuatu,2003,0,6.8,10.2,2,2.4
VEN,Venezuela,2003,0,4.2,0,0,3.1
VNM,Vietnam,2003,0.4,6.8,0,0.6,2.4
YEM,Yemen,2003,0,18.7,1.4,8.6,9.2
ZMB,Zambia,2003,35.3,31.1,24.8,0,10.5
ZWE,Zimbabwe,2003,67.1,18.6,6.4,1.2,7.2
