ISO,Country,Year,HIV,Diarrhoeal,Malaria,Measles,Injuries
IRN,Iran,2008,0,2.2,0,0,2.3
IRQ,Iraq,2008,0,5.2,0,0,4.7
IRL,Ireland,2008,0,0,0,0,0.4
ISR,Israel,2008,0,0,0,0,0.6
ITA,Italy,2008,0,0,0,0,0.4
JAM,Jamaica,2008,0.8,0.8,0,0,1.8
JPN,Japan,2008,0,0,0,0,0.7
JOR,Jordan,2008,0,1.2,0,0,4
KAZ,Kazakhstan,2008,0.2,3.4,0,0,3.3
KEN,Kenya,2008,12.8,13.2,5.2,0.6,8
KIR,Kiribati,2008,0,13.6,0,0,8
PRK,North Korea,2008,0,0,0,0,1
KOR,South Korea,2008,0.4,4.1,0,0,4.6
KWT,Kuwait,2008,0.4,20.8,0.4,0.2,10.8
KGZ,Kyrgyzstan,2008,0,0,0,0,1.6
LAO,Lao,2008,0,0.6,0,0.2,1.7
LVA,Latvia,2008,54.6,23.4,0,0.4,9.4
LBN,Lebanon,2008,4.8,22.1,34.2,0.2,9.4
LSO,Lesotho,2008,0,0.6,0,0,4.1
LBR,Liberia,2008,0,0.2,0,0,2.2
LBY,Libya,2008,0,0,0,0,0.6
LTU,Lithuania,2008,1,16.5,0.8,0.2,9.7
LUX,Luxembourg,2008,33.8,17.4,25,1.4,8.2
MKD,Macedonia,2008,0.2,0.2,0,0,1
MDG,Madagascar,2008,0,0.8,0,0,1.8
MWI,Malawi,2008,3.2,38.2,50,0.8,12
MYS,Malaysia,2008,0,0,0,0,0.4
MDV,Maldives,2008,0,7.6,0,0,5.6
MLI,Mali,2008,2.5,23.8,7.2,3,9.8
MLT,Malta,2008,0.2,0.6,0,0,1.3
MHL,Marshall Islands,2008,0,1.8,0,0,3.3
MRT,Mauritania,2008,0,7,0,0.4,5.5
MUS,Mauritius,2008,0,0,0,0,2.4
MEX,Mexico,2008,0,5.3,0,0,4.7
MDA,Moldova,2008,0,0,0,0,0.4
MCO,Monaco,2008,0.1,4.6,0,0,3.8
MNG,Mongolia,2008,25.2,21.4,32.8,1,8.6
MNE,Montenegro,2008,1.2,13,2.2,1.2,49
MAR,Morocco,2008,23.4,10.8,0.2,1,6.6
MOZ,Mozambique,2008,0,6.2,0,0,4.6
MMR,Myanmar,2008,0.4,7.7,0,3.2,5.7
NAM,Namibia,2008,0,0,0,0,0.5
NRU,Nauru,2008,0,0,0,0,2.2
NPL,Nepal,2008,0.4,5.4,0,0,2.7
NLD,Netherlands,2008,2.6,38.8,32.4,2.4,13.2
NZL,New Zealand,2008,10.1,32.3,49,4.6,10.8
NIC,Nicaragua,2008,0,2,0,0,13
NER,Niger,2008,0,0,0,0,0.4
NGA,Nigeria,2008,0.2,0.4,0,0,1.8
NIU,Niue,2008,0,18.8,0.2,0.6,10.6
NOR,Norway,2008,0,1,0,0,6.6
OMN,Oman,2008,0,1.8,0,0,2.2
PAK,Pakistan,2008,2.6,11.6,13.8,1.2,7.2
PLW,Palau,2008,0.2,3.2,0,0,3
PAN,Panama,2008,0.6,2.6,0,0,3.8
PNG,Papua New Guinea,2008,0,5.9,0,0.2,4.8
PRY,Paraguay,2008,0,0,0,0,0.7
PER,Peru,2008,0,0,0,0,0.8
PHL,Philippines,2008,0,0.2,0,0,2.1
POL,Poland,2008,0,0,0,0,1.1
PRT,Portugal,2008,0,0.4,0,0,2.6
QAT,Qatar,2008,0,0.4,0,0,2.4
ROU,Romania,2008,0.6,0.2,0,0,2.4
RUS,Russian Federation,2008,7.4,18,5.8,0.4,10
RWA,Rwanda,2008,0.6,0,0,0,2.6
KNA,Saint Kitts & Nevis,2008,0,0,0,0,1.2
LCA,Saint Lucia,2008,0.6,0,0,0,3.6
WSM,Samoa,2008,0,2.6,0,0,2.2
SMR,San Marino,2008,0,0,0,0,1.2
STP,Sao Tome & Principe,2008,1.8,9.5,26,0,5.8
SAU,Saudi Arabia,2008,0,0.6,0,0,3.4
SEN,Senegal,2008,1.2,17.6,6.6,1,9.3
SRB,Serbia,2008,0,0,0,0,0.6
SYC,Seychelles,2008,0,0.2,0,0,2.3
SLE,Sierra Leone,2008,3.8,45,101.2,3.8,11.5
SGP,Singapore,2008,0,0,0,0,0.4
SVK,Slovakia,2008,0,0,0,0,1.1
SVN,Slovenia,2008,0,0,0,0,0.4
SLB,Solomon Islands,2008,0,5.7,1.6,0,5
SOM,Somalia,2008,1.8,57.7,2.2,25.2,15.5
ZAF,South Africa,2008,47,11.8,0,0.2,6.7
SSD,South Sudan,2008,8.3,26.6,20.2,1.2,10.4
ESP,Spain,2008,0,0,0,0,0.5
LKA,Sri Lanka,2008,0,0.6,0,0,1.5
VCT,St Vincent & the Grenadines,2008,0.6,22.8,1.6,1.4,11.4
SDN,Sudan,2008,2.4,0.8,0,0,3.4
SUR,Suriname,2008,80.4,22.4,0,0,9.1
SWZ,Swaziland,2008,0,0,0,0,0.3
SWE,Sweden,2008,0,0,0,0,0.4
CHE,Switzerland,2008,0,2.4,0,0.2,1.6
SYR,Syria,2008,0.6,10.8,0,0,7.9
TJK,Tajikistan,2008,0.6,1,0,0.2,1.8
TZA,Tanzania,2008,0,0.6,0,0,0.2
THA,Thailand,2008,0.2,16.3,10.2,0,9.7
TLS,Timor Leste,2008,9.5,13.4,55,2.2,6.1
TGO,Togo,2008,0,1.2,0,0,3
TON,Tonga,2008,0.6,0.4,0,0,4.5
TTO,Trinidad and Tobago,2008,0,1.4,0,0,2.2
TUN,Tunisia,2008,0,0.2,0,0,1.4
TUR,Turkey,2008,0,12.8,0,0,8.1
TKM,Turkmenistan,2008,0,2.2,0,0,3.8
TUV,Tuvalu,2008,16.4,14.8,30.2,0.8,8
UGA,Uganda,2008,0.8,0.4,0,0,1.4
UKR,Ukraine,2008,0,0.2,0,0,1.6
ARE,United Arab Emirates,2008,0,0,0,0,0.4
GBR,United Kingdom,2008,14.9,13.7,7.8,1.4,7.6
USA,United States of America,2008,0,0.2,0,0,1.7
URY,Uruguay,2008,0,0.4,0,0,2.2
UZB,Uzbekistan,2008,0.6,7.4,0,0,5.2
VUT,Vanuatu,2008,0,8.4,1.4,0.2,3.3
VEN,Venezuela,2008,0,1.8,0,0,2.9
VNM,Vietnam,2008,0.4,5,0,0.6,2.2
YEM,Yemen,2008,0,13.4,1,0.2,8.4
ZMB,Zambia,2008,23.8,21.6,10.4,0.4,10
ZWE,Zimbabwe,2008,41,19.2,5.2,1,8.8
