ISO,Country,Year,HIV,Diarrhoeal,Malaria,Measles,Injuries
ECU,Ecuador,2007,3.2,3.2,0,0,3.9
EGY,Egypt,2007,0.4,2.6,0,0,4
SLV,El Salvador,2007,0,4,0,1.6,3.4
GNQ,Equatorial Guinea,2007,0.6,2.8,0,0,3
ERI,Eritrea,2007,11.8,22.2,41.4,18.2,8.4
EST,Estonia,2007,2.6,13.4,0.2,2.6,8.5
ETH,Ethiopia,2007,0,0,0,0,1
FSM,Federated States of Micronesia,2007,5.6,23,1.8,2.6,10.8
FJI,Fiji,2007,0.2,2,0,0,5
FIN,Finland,2007,0,0,0,0,0.4
FRA,France,2007,0,0,0,0,0.6
GAB,Gabon,2007,20,10.7,4.4,5.8,5.5
GMB,Gambia,2007,6.1,21.4,6.6,1,9.9
GEO,Georgia,2007,0.2,0.6,0,0,3.5
DEU,Germany,2007,0,0,0,0,0.5
GHA,Ghana,2007,5.1,14.1,26.4,0.6,7.2
GRC,Greece,2007,0,0,0,0,0.6
GRD,Grenada,2007,0,0,0,0,2.9
GTM,Guatemala,2007,0.7,8,0,0,6.5
GIN,Guinea,2007,4.8,26.2,52.4,0.8,9.4
GNB,Guinea-Bissau,2007,11.5,33.8,9.8,0.2,11.4
GUY,Guyana,2007,3.8,5.4,1.4,0,6.9
HTI,Haiti,2007,5.4,22.8,1,0,10.7
HND,Honduras,2007,1.4,4.2,0,0,1.8
HUN,Hungary,2007,0,0,0,0,0.8
ISL,Iceland,2007,0,0,0,0,0.2
IND,India,2007,0.6,15.5,0.8,4.4,4.8
IDN,Indonesia,2007,0.4,6.2,0.2,4.2,5
IRN,Iran,2007,0,2.4,0,0,2.5
IRQ,Iraq,2007,0,5.6,0,0,4.8
IRL,Ireland,2007,0,0,0,0,0.4
ISR,Israel,2007,0,0,0,0,0.6
ITA,Italy,2007,0,0,0,0,0.4
JAM,Jamaica,2007,1.8,0.6,0,0,1.6
JPN,Japan,2007,0,0.2,0,0,0.7
JOR,Jordan,2007,0,1.4,0,0,4.1
KAZ,Kazakhstan,2007,0.2,3.6,0,0,3.6
KEN,Kenya,2007,18.2,14.6,5.8,0.6,8.2
KIR,Kiribati,2007,0,13.3,0,0,7.5
PRK,North Korea,2007,0,0.2,0,0,1.3
KOR,South Korea,2007,0.2,4.8,0,0,4.6
KWT,Kuwait,2007,0.4,22.8,0.4,20,11.1
KGZ,Kyrgyzstan,2007,0,0.2,0,0,1.5
LAO,Lao,2007,0,0.8,0,0.2,1.8
LVA,Latvia,2007,60,24.7,0,1,9.3
LBN,Lebanon,2007,5.5,22.4,38.6,2,8.8
LSO,Lesotho,2007,0,0.8,0,0,4.4
LBR,Liberia,2007,0,0,0,0,2.6
LBY,Libya,2007,0,0,0,0,0.6
LTU,Lithuania,2007,1.2,17.1,1.8,0.6,9.4
LUX,Luxembourg,2007,38.6,19.4,24.6,1,8.5
MKD,Macedonia,2007,0.2,0.4,0,0,1
MDG,Madagascar,2007,0,1,0,0,1.9
MWI,Malawi,2007,3.4,39.9,58.6,2,11.7
MYS,Malaysia,2007,0,0,0,0,0.4
MDV,Maldives,2007,0,7.8,0,0,5.6
MLI,Mali,2007,2.6,25.2,7.6,2.4,9.9
MLT,Malta,2007,0,0.6,0,0,2.7
MHL,Marshall Islands,2007,0,2.2,0,0,3.4
MRT,Mauritania,2007,0,7.7,0,0.6,5.6
MUS,Mauritius,2007,0,0,0,0,0
MEX,Mexico,2007,0,6,0,0.2,5
MDA,Moldova,2007,0,0,0,0,0.4
MCO,Monaco,2007,0.2,5,0,0,4
MNG,Mongolia,2007,28.2,23.2,37,0.8,8.6
MNE,Montenegro,2007,1.2,12.1,1.6,3.8,8
MAR,Morocco,2007,30.4,11.4,0.4,0.8,6.6
MOZ,Mozambique,2007,0,6.2,0,0,4.4
MMR,Myanmar,2007,0.4,8.6,0,2.6,6
NAM,Namibia,2007,0,0,0,0,0.6
NRU,Nauru,2007,0,0,0,0,2.2
NPL,Nepal,2007,0.4,6,0,0,2.7
NLD,Netherlands,2007,2.8,46.2,34.6,2,14.2
NZL,New Zealand,2007,10.5,34.6,55.6,2,10.8
NIC,Nicaragua,2007,0,2,0,0,11.8
NER,Niger,2007,0,0,0,0,0.4
NGA,Nigeria,2007,0.2,0.4,0,0,1.8
NIU,Niue,2007,0,20.2,0.4,1.6,10.8
NOR,Norway,2007,0,0.8,0,0,6
OMN,Oman,2007,0.3,3,0,0,2.4
PAK,Pakistan,2007,2.8,12,15.4,1,7.2
PLW,Palau,2007,0.2,3.4,0,0,3.2
PAN,Panama,2007,0.6,3.2,0,0,3.9
PNG,Papua New Guinea,2007,0,6.2,0,0.2,4.8
PRY,Paraguay,2007,0,0,0,0,0.7
PER,Peru,2007,0,0,0,0,0.6
PHL,Philippines,2007,0,0.2,0,0.2,2.1
POL,Poland,2007,0,0,0,0,1.1
PRT,Portugal,2007,0,0.2,0,0,4.2
QAT,Qatar,2007,0,0.2,0,0,2.4
ROU,Romania,2007,0.6,0.2,0,0,2.6
RUS,Russian Federation,2007,9.9,22,7,0.2,11
RWA,Rwanda,2007,0.6,0,0,0,4
KNA,Saint Kitts & Nevis,2007,0,0,0,0,1.8
LCA,Saint Lucia,2007,0.6,0,0,0,1.2
WSM,Samoa,2007,0,2.8,0,0,2.2
SMR,San Marino,2007,0,0,0,0,1
STP,Sao Tome & Principe,2007,2.4,9.8,26.4,6.6,5.7
SAU,Saudi Arabia,2007,0,0.6,0,0,3.4
SEN,Senegal,2007,1.4,20.3,7.6,0.4,9.9
SRB,Serbia,2007,0,0.2,0,0,0.6
SYC,Seychelles,2007,0,0.2,0,0,2.3
SLE,Sierra Leone,2007,4.4,49.8,102.2,1.2,11.8
SGP,Singapore,2007,0,0,0,0,0.4
SVK,Slovakia,2007,0,0,0,0,0.8
SVN,Slovenia,2007,0,0,0,0,0.8
SLB,Solomon Islands,2007,0,5,3.4,0,4.4
SOM,Somalia,2007,1.8,60,4.2,27.4,15.4
ZAF,South Africa,2007,52.8,12.4,0,0.8,6.6
SSD,South Sudan,2007,8.3,28.4,22.4,1.4,10.4
ESP,Spain,2007,0,0,0,0,0.6
LKA,Sri Lanka,2007,0,0.8,0,0,1.6
VCT,St Vincent & the Grenadines,2007,0.6,21.4,1.8,1.4,10.2
SDN,Sudan,2007,1.6,1.2,0,0,5.6
SUR,Suriname,2007,81.4,24.4,0,0,9.4
SWZ,Swaziland,2007,0,0,0,0,0.2
SWE,Sweden,2007,0,0,0,0,0.5
CHE,Switzerland,2007,0,2.6,0,0.4,1.6
SYR,Syria,2007,0.6,11.3,0,0,7.8
TJK,Tajikistan,2007,0.8,1.2,0,0.2,1.8
TZA,Tanzania,2007,0,0.2,0,0,0.8
THA,Thailand,2007,0,17.6,13,0,9.8
TLS,Timor Leste,2007,10.2,13.6,56.8,1.2,6
TGO,Togo,2007,0,1.2,0,0,3
TON,Tonga,2007,1.4,0,0,0,3.2
TTO,Trinidad and Tobago,2007,0,1.6,0,0,2.2
TUN,Tunisia,2007,0,0.2,0,0,1.6
TUR,Turkey,2007,0,13.6,0,0,8.2
TKM,Turkmenistan,2007,0,2.2,0,0,3.6
TUV,Tuvalu,2007,16.9,16.4,34.2,0.6,8.2
UGA,Uganda,2007,1.3,0.4,0,0,1.6
UKR,Ukraine,2007,0,0.2,0,0,1.7
ARE,United Arab Emirates,2007,0,0,0,0,0.4
GBR,United Kingdom,2007,17,15.4,9.2,1.4,8
USA,United States of America,2007,0,0.4,0,0,1.7
URY,Uruguay,2007,0,0.6,0,0,2.8
UZB,Uzbekistan,2007,0.6,8,0,0,5.4
VUT,Vanuatu,2007,0,8.6,1.8,0,3.3
VEN,Venezuela,2007,0.1,2.4,0,0,3.2
VNM,Vietnam,2007,0.4,5.6,0,0.8,2.2
YEM,Yemen,2007,0,14.6,2.2,0,8.7
ZMB,Zambia,2007,27.2,23.2,11.8,0.8,10
ZWE,Zimbabwe,2007,47.3,17.4,9.4,0.6,7.6
