ISO,Country,Year,HIV,Diarrhoeal,Malaria,Measles,Injuries
LSO,Lesotho,2006,0,0.8,0,0,5
LBR,Liberia,2006,0,0,0,0,2.5
LBY,Libya,2006,0,0,0,0,0.8
LTU,Lithuania,2006,1.2,18.9,3.4,0.4,9.7
LUX,Luxembourg,2006,42.2,22.2,24.6,0.6,9
MKD,Macedonia,2006,0.2,0.4,0,0,1
MDG,Madagascar,2006,0,1.2,0,0.2,2.1
MWI,Malawi,2006,3.6,40,66.6,1.6,10.9
MYS,Malaysia,2006,0,0,0,0,0.4
MDV,Maldives,2006,0,7.8,0,0,5.4
MLI,Mali,2006,2.6,26.6,7.8,1.6,10
MLT,Malta,2006,0,0.6,0,0,1.8
MHL,Marshall Islands,2006,0,2.2,0,0,4
MRT,Mauritania,2006,0,8.1,0,0.6,5.8
MUS,Mauritius,2006,0,0,0,0,0
MEX,Mexico,2006,0,6.9,0,0.2,5.2
MDA,Moldova,2006,0,0,0,0,0.5
MCO,Monaco,2006,0.2,5,0,0,3.8
MNG,Mongolia,2006,32.6,25,42.6,0.2,8.5
MNE,Montenegro,2006,1.2,12.9,1.6,2.6,8.1
MAR,Morocco,2006,38.4,11.9,2,0.4,6.4
MOZ,Mozambique,2006,0,6.1,0,0,4.4
MMR,Myanmar,2006,0.4,9.6,0,2.4,6.2
NAM,Namibia,2006,0,0,0,0,0.4
NRU,Nauru,2006,0,0,0,0,1.6
NPL,Nepal,2006,0.6,7,0,0,2.7
NLD,Netherlands,2006,3,50.6,35,1.6,14.2
NZL,New Zealand,2006,10.7,36.6,60.4,3.2,10.8
NIC,Nicaragua,2006,0,2.2,0,0,11
NER,Niger,2006,0,0.2,0,0,0.6
NGA,Nigeria,2006,0.2,0.4,0,0,1.9
NIU,Niue,2006,0,21.6,0.4,2.4,11
NOR,Norway,2006,0,0.8,0,0,7.4
OMN,Oman,2006,0.2,1.8,0,0,2.8
PAK,Pakistan,2006,2.9,12.4,16.8,0.6,7.2
PLW,Palau,2006,0.4,3.4,0,0,3.4
PAN,Panama,2006,0.8,3.6,0,0,4
PNG,Papua New Guinea,2006,0,6.5,0,0.2,4.8
PRY,Paraguay,2006,0,0,0,0,0.7
PER,Peru,2006,0,0,0,0,0.8
PHL,Philippines,2006,0,0.2,0,0,2.2
POL,Poland,2006,0,0,0,0,1.2
PRT,Portugal,2006,0,0.2,0,0,3
QAT,Qatar,2006,0,0.6,0,0,2.8
ROU,Romania,2006,0.6,0.4,0,0,2.8
RUS,Russian Federation,2006,12.4,27.2,8.4,0.8,12
RWA,Rwanda,2006,0.6,0,0,0,3
KNA,Saint Kitts & Nevis,2006,0,0.2,0,0,1.7
LCA,Saint Lucia,2006,0.6,1,0,0,1.3
WSM,Samoa,2006,0,3,0,0,2.3
SMR,San Marino,2006,0,0,0,0,1
STP,Sao Tome & Principe,2006,2.4,11,26.6,6.4,6
SAU,Saudi Arabia,2006,0,0.6,0,0,3.4
SEN,Senegal,2006,1.4,23,8.8,1.2,10.2
SRB,Serbia,2006,0,0,0,0,0.6
SYC,Seychelles,2006,0,0.2,0,0,2.3
SLE,Sierra Leone,2006,4.4,52.4,101.8,5,11.4
SGP,Singapore,2006,0,0,0,0,0.2
SVK,Slovakia,2006,0,0.2,0,0,0.9
SVN,Slovenia,2006,0,0,0,0,0.6
SLB,Solomon Islands,2006,0,4.5,7.8,0,3.8
SOM,Somalia,2006,1.8,61.1,8,1,15
ZAF,South Africa,2006,56.1,13.2,0,0.8,6.8
SSD,South Sudan,2006,8.1,31.6,25,1.8,10.8
ESP,Spain,2006,0,0,0,0,0.4
LKA,Sri Lanka,2006,0,0.8,0,0,1.6
VCT,St Vincent & the Grenadines,2006,0.4,22.6,2.2,1.8,10.4
SDN,Sudan,2006,1.2,1.2,0,0,5.2
SUR,Suriname,2006,87.4,26.6,0,0,9.6
SWZ,Swaziland,2006,0,0,0,0,0.2
SWE,Sweden,2006,0,0,0,0,0.7
CHE,Switzerland,2006,0,2.8,0,0.4,1.6
SYR,Syria,2006,0.6,12.8,0,0,8.2
TJK,Tajikistan,2006,0.9,1.2,0,0.2,1.8
TZA,Tanzania,2006,0,0,0,0,0.6
THA,Thailand,2006,0,17.4,24.4,0,9.1
TLS,Timor Leste,2006,10.1,14.4,58.6,0.8,6.1
TGO,Togo,2006,0,1.2,0,0,3
TON,Tonga,2006,1.2,0.6,0,0,3.4
TTO,Trinidad and Tobago,2006,0,1.6,0,0,2.4
TUN,Tunisia,2006,0,0.4,0,0,1.7
TUR,Turkey,2006,0,14.5,0,0,8.4
TKM,Turkmenistan,2006,0,3.2,0,0,4.9
TUV,Tuvalu,2006,17.2,18.1,39.6,0.4,8.2
UGA,Uganda,2006,1.6,0.4,0,0.2,1.6
UKR,Ukraine,2006,0,0.2,0,0,1.7
ARE,United Arab Emirates,2006,0,0,0,0,0.5
GBR,United Kingdom,2006,18.8,17.6,11.2,0.4,8.3
USA,United States of America,2006,0,0.2,0,0,1.7
URY,Uruguay,2006,0,0.6,0,0,2.5
UZB,Uzbekistan,2006,0.8,8.6,0,0,5.6
VUT,Vanuatu,2006,0,8.8,3.6,0.4,3.2
VEN,Venezuela,2006,0.2,3.2,0,0,3.2
VNM,Vietnam,2006,0.4,6,0,0.8,2.3
YEM,Yemen,2006,0,16.4,1.4,5.2,9.2
ZMB,Zambia,2006,31.8,25.3,14.4,0.8,10.1
ZWE,Zimbabwe,2006,53.7,18.4,6.2,2,7.7
